Index,Age,Overall,Weak Foot,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
5501,22,70,2.0,14.0,18.0,16.0,41.0,17.0,16.0,13.0,20.0,45.0,22.0,50.0,56.0,67.0,59.0,52.0,16.0,72.0,43.0,74.0,16.0,19.0,16.0,12.0,30.0,23.0,27.0,19.0,15.0,15.0,74.0,63.0,62.0,70.0,78.0
5504,32,70,2.0,16.0,19.0,20.0,32.0,11.0,17.0,13.0,18.0,32.0,15.0,49.0,49.0,42.0,66.0,28.0,23.0,69.0,45.0,73.0,15.0,45.0,20.0,18.0,50.0,22.0,49.0,18.0,11.0,15.0,72.0,65.0,63.0,68.0,72.0
5505,22,70,2.0,19.0,14.0,14.0,32.0,14.0,17.0,15.0,22.0,27.0,20.0,46.0,43.0,46.0,69.0,44.0,26.0,59.0,51.0,48.0,19.0,47.0,20.0,12.0,17.0,29.0,55.0,22.0,13.0,12.0,71.0,68.0,60.0,68.0,72.0
5539,22,70,2.0,13.0,20.0,15.0,24.0,18.0,19.0,11.0,11.0,22.0,19.0,37.0,33.0,32.0,59.0,29.0,25.0,43.0,22.0,38.0,14.0,20.0,11.0,7.0,39.0,23.0,35.0,10.0,11.0,14.0,72.0,69.0,67.0,68.0,72.0
5558,22,70,3.0,12.0,19.0,20.0,56.0,20.0,17.0,18.0,15.0,50.0,38.0,45.0,41.0,48.0,66.0,38.0,25.0,38.0,29.0,42.0,14.0,24.0,11.0,15.0,33.0,26.0,46.0,28.0,14.0,13.0,68.0,72.0,61.0,67.0,71.0
5579,22,70,1.0,21.0,17.0,15.0,24.0,14.0,21.0,20.0,18.0,22.0,23.0,45.0,49.0,31.0,67.0,39.0,20.0,51.0,40.0,75.0,12.0,34.0,21.0,14.0,51.0,11.0,47.0,19.0,14.0,19.0,72.0,68.0,60.0,65.0,73.0
5592,27,70,3.0,15.0,12.0,14.0,36.0,14.0,20.0,15.0,13.0,36.0,23.0,54.0,46.0,50.0,69.0,34.0,12.0,46.0,31.0,64.0,19.0,24.0,22.0,13.0,65.0,43.0,39.0,15.0,13.0,14.0,74.0,65.0,64.0,65.0,73.0
5610,24,70,2.0,11.0,10.0,12.0,22.0,9.0,10.0,11.0,13.0,16.0,20.0,25.0,38.0,34.0,67.0,38.0,23.0,66.0,35.0,77.0,12.0,27.0,14.0,11.0,48.0,18.0,26.0,20.0,13.0,11.0,69.0,68.0,65.0,66.0,73.0
5629,26,70,3.0,13.0,10.0,13.0,36.0,9.0,14.0,11.0,14.0,32.0,25.0,42.0,44.0,32.0,65.0,55.0,23.0,60.0,35.0,68.0,14.0,12.0,26.0,14.0,36.0,19.0,42.0,15.0,13.0,19.0,71.0,64.0,62.0,70.0,74.0
5642,31,69,3.0,13.0,17.0,11.0,42.0,16.0,14.0,11.0,11.0,38.0,35.0,44.0,35.0,40.0,67.0,38.0,37.0,56.0,30.0,56.0,15.0,36.0,15.0,9.0,56.0,30.0,42.0,10.0,12.0,18.0,68.0,67.0,71.0,69.0,70.0
5648,26,69,3.0,17.0,12.0,12.0,24.0,12.0,15.0,17.0,15.0,24.0,22.0,43.0,42.0,59.0,63.0,58.0,22.0,52.0,33.0,38.0,12.0,16.0,20.0,17.0,31.0,23.0,23.0,17.0,20.0,18.0,76.0,63.0,69.0,63.0,71.0
5663,32,69,3.0,14.0,13.0,10.0,46.0,19.0,12.0,18.0,12.0,55.0,40.0,67.0,60.0,78.0,51.0,77.0,36.0,66.0,33.0,68.0,18.0,64.0,33.0,11.0,67.0,26.0,65.0,29.0,23.0,41.0,68.0,69.0,69.0,72.0,72.0
5667,33,69,2.0,14.0,15.0,11.0,18.0,11.0,16.0,13.0,16.0,43.0,34.0,48.0,46.0,54.0,64.0,63.0,27.0,68.0,33.0,60.0,14.0,40.0,20.0,14.0,44.0,44.0,48.0,11.0,20.0,14.0,68.0,69.0,74.0,68.0,69.0
5669,32,69,2.0,14.0,14.0,12.0,23.0,12.0,13.0,17.0,21.0,21.0,14.0,42.0,35.0,45.0,67.0,36.0,14.0,72.0,36.0,73.0,12.0,45.0,21.0,12.0,50.0,15.0,53.0,14.0,12.0,13.0,67.0,68.0,58.0,71.0,71.0
5682,30,69,3.0,15.0,11.0,11.0,16.0,11.0,11.0,18.0,12.0,12.0,18.0,52.0,56.0,35.0,67.0,41.0,16.0,63.0,33.0,74.0,14.0,20.0,24.0,13.0,38.0,18.0,49.0,22.0,11.0,16.0,70.0,66.0,66.0,69.0,70.0
5703,32,69,2.0,15.0,12.0,15.0,29.0,15.0,13.0,11.0,11.0,39.0,23.0,56.0,54.0,51.0,60.0,41.0,23.0,74.0,29.0,61.0,14.0,36.0,26.0,13.0,44.0,18.0,47.0,17.0,14.0,15.0,70.0,69.0,63.0,70.0,68.0
5716,34,69,2.0,13.0,9.0,17.0,16.0,29.0,13.0,20.0,12.0,11.0,14.0,29.0,33.0,49.0,66.0,50.0,33.0,64.0,22.0,38.0,15.0,33.0,8.0,11.0,48.0,18.0,49.0,24.0,18.0,17.0,76.0,62.0,77.0,55.0,76.0
5718,31,69,3.0,14.0,17.0,12.0,23.0,12.0,13.0,13.0,18.0,19.0,21.0,28.0,35.0,39.0,65.0,34.0,13.0,36.0,18.0,70.0,17.0,35.0,27.0,17.0,55.0,14.0,45.0,19.0,17.0,13.0,66.0,71.0,62.0,68.0,70.0
5721,30,69,3.0,18.0,11.0,22.0,33.0,13.0,12.0,12.0,15.0,29.0,23.0,42.0,39.0,44.0,70.0,45.0,19.0,65.0,33.0,64.0,13.0,38.0,21.0,11.0,37.0,22.0,41.0,12.0,12.0,14.0,67.0,67.0,60.0,66.0,74.0
5728,21,69,3.0,13.0,7.0,11.0,52.0,9.0,10.0,14.0,14.0,58.0,17.0,31.0,25.0,23.0,55.0,38.0,17.0,67.0,28.0,52.0,10.0,22.0,11.0,8.0,49.0,15.0,48.0,16.0,13.0,12.0,70.0,66.0,72.0,66.0,75.0
5733,34,69,4.0,15.0,12.0,13.0,40.0,18.0,11.0,18.0,14.0,36.0,30.0,46.0,40.0,57.0,68.0,36.0,26.0,65.0,32.0,71.0,16.0,29.0,13.0,15.0,59.0,28.0,57.0,11.0,16.0,18.0,67.0,68.0,72.0,68.0,67.0
5737,27,69,2.0,12.0,20.0,12.0,22.0,20.0,18.0,16.0,11.0,20.0,20.0,58.0,61.0,65.0,62.0,34.0,16.0,74.0,34.0,60.0,16.0,31.0,11.0,14.0,49.0,16.0,60.0,8.0,18.0,16.0,78.0,60.0,55.0,66.0,76.0
5765,35,69,2.0,15.0,12.0,11.0,35.0,20.0,12.0,9.0,12.0,30.0,30.0,44.0,39.0,46.0,65.0,37.0,29.0,75.0,36.0,66.0,17.0,35.0,13.0,16.0,26.0,22.0,56.0,10.0,11.0,11.0,67.0,65.0,67.0,75.0,69.0
5777,32,69,3.0,14.0,13.0,16.0,30.0,19.0,19.0,15.0,19.0,25.0,18.0,45.0,40.0,38.0,68.0,63.0,19.0,65.0,24.0,65.0,19.0,28.0,19.0,19.0,29.0,19.0,49.0,16.0,20.0,20.0,73.0,67.0,63.0,67.0,68.0
5792,30,69,3.0,12.0,12.0,13.0,27.0,14.0,14.0,9.0,14.0,26.0,30.0,23.0,26.0,28.0,65.0,53.0,13.0,58.0,18.0,72.0,13.0,38.0,16.0,14.0,42.0,29.0,46.0,20.0,12.0,15.0,68.0,67.0,68.0,66.0,72.0
5795,34,69,2.0,18.0,8.0,9.0,36.0,9.0,10.0,11.0,13.0,26.0,16.0,25.0,48.0,25.0,67.0,59.0,48.0,68.0,31.0,65.0,12.0,21.0,13.0,9.0,27.0,41.0,54.0,26.0,18.0,15.0,70.0,62.0,62.0,69.0,71.0
5823,24,69,2.0,13.0,15.0,14.0,24.0,16.0,16.0,13.0,14.0,29.0,24.0,38.0,39.0,48.0,49.0,42.0,23.0,55.0,35.0,64.0,18.0,25.0,27.0,15.0,55.0,14.0,49.0,11.0,11.0,11.0,70.0,69.0,69.0,72.0,73.0
5833,24,69,2.0,16.0,13.0,12.0,22.0,12.0,20.0,13.0,12.0,18.0,18.0,48.0,49.0,30.0,60.0,32.0,21.0,60.0,25.0,70.0,19.0,18.0,22.0,15.0,54.0,23.0,55.0,18.0,14.0,11.0,72.0,66.0,65.0,67.0,72.0
5834,25,69,2.0,20.0,11.0,17.0,24.0,19.0,12.0,12.0,19.0,17.0,17.0,57.0,54.0,58.0,64.0,37.0,17.0,81.0,35.0,65.0,18.0,24.0,22.0,13.0,49.0,21.0,56.0,12.0,14.0,14.0,71.0,68.0,65.0,64.0,73.0
5841,35,69,2.0,12.0,5.0,11.0,19.0,6.0,8.0,14.0,13.0,16.0,15.0,25.0,31.0,38.0,59.0,39.0,18.0,55.0,22.0,66.0,6.0,24.0,10.0,4.0,44.0,17.0,26.0,12.0,12.0,13.0,68.0,70.0,60.0,70.0,69.0
5846,23,69,3.0,12.0,15.0,18.0,25.0,17.0,20.0,21.0,21.0,22.0,18.0,60.0,52.0,66.0,62.0,50.0,47.0,70.0,34.0,62.0,12.0,19.0,12.0,12.0,45.0,26.0,54.0,18.0,15.0,12.0,72.0,65.0,60.0,66.0,74.0
5847,27,69,3.0,20.0,18.0,15.0,38.0,13.0,19.0,29.0,8.0,34.0,31.0,45.0,38.0,31.0,53.0,33.0,32.0,73.0,31.0,74.0,16.0,39.0,19.0,11.0,41.0,30.0,54.0,10.0,15.0,13.0,70.0,70.0,67.0,65.0,77.0
5848,24,69,4.0,17.0,16.0,10.0,33.0,15.0,22.0,22.0,15.0,30.0,24.0,54.0,55.0,50.0,66.0,44.0,25.0,74.0,32.0,63.0,14.0,28.0,25.0,20.0,42.0,24.0,41.0,22.0,14.0,11.0,70.0,65.0,74.0,66.0,72.0
5851,35,69,1.0,11.0,8.0,10.0,24.0,14.0,11.0,15.0,16.0,31.0,21.0,32.0,31.0,36.0,73.0,50.0,21.0,68.0,36.0,65.0,12.0,22.0,9.0,7.0,43.0,25.0,58.0,11.0,10.0,12.0,68.0,69.0,46.0,70.0,68.0
5858,37,69,3.0,15.0,12.0,12.0,12.0,15.0,20.0,13.0,25.0,11.0,16.0,25.0,24.0,25.0,71.0,27.0,24.0,69.0,36.0,79.0,12.0,32.0,16.0,16.0,50.0,20.0,34.0,10.0,13.0,17.0,65.0,71.0,71.0,66.0,69.0
5860,24,69,2.0,11.0,8.0,12.0,36.0,9.0,10.0,7.0,11.0,22.0,22.0,36.0,40.0,29.0,66.0,34.0,20.0,63.0,23.0,64.0,7.0,15.0,12.0,10.0,26.0,24.0,23.0,13.0,11.0,13.0,69.0,67.0,68.0,66.0,71.0
5875,28,69,2.0,12.0,12.0,14.0,14.0,13.0,15.0,24.0,13.0,14.0,25.0,52.0,56.0,54.0,74.0,32.0,12.0,74.0,27.0,43.0,15.0,23.0,23.0,15.0,46.0,21.0,52.0,12.0,16.0,14.0,68.0,67.0,66.0,67.0,68.0
5876,23,69,3.0,18.0,17.0,15.0,35.0,19.0,20.0,14.0,13.0,32.0,23.0,40.0,43.0,37.0,68.0,52.0,20.0,56.0,33.0,57.0,16.0,36.0,22.0,15.0,28.0,24.0,54.0,10.0,16.0,15.0,67.0,70.0,58.0,67.0,72.0
5883,26,69,2.0,10.0,8.0,12.0,23.0,8.0,11.0,11.0,12.0,21.0,17.0,33.0,26.0,31.0,54.0,48.0,15.0,67.0,32.0,56.0,9.0,29.0,6.0,5.0,25.0,18.0,49.0,17.0,12.0,11.0,69.0,69.0,65.0,71.0,72.0
5887,21,69,2.0,18.0,19.0,14.0,29.0,20.0,20.0,11.0,11.0,26.0,22.0,50.0,50.0,34.0,62.0,65.0,20.0,54.0,35.0,55.0,12.0,22.0,17.0,17.0,25.0,21.0,51.0,12.0,20.0,12.0,70.0,66.0,67.0,67.0,71.0
5908,22,69,3.0,15.0,20.0,15.0,24.0,17.0,15.0,13.0,18.0,27.0,15.0,45.0,46.0,39.0,68.0,59.0,21.0,59.0,38.0,45.0,15.0,19.0,23.0,20.0,50.0,15.0,50.0,8.0,17.0,13.0,71.0,64.0,64.0,68.0,69.0
5921,28,69,2.0,11.0,15.0,11.0,22.0,10.0,13.0,14.0,13.0,33.0,21.0,50.0,50.0,48.0,71.0,28.0,21.0,74.0,28.0,66.0,13.0,23.0,26.0,18.0,36.0,20.0,61.0,14.0,11.0,14.0,65.0,63.0,61.0,69.0,73.0
5929,20,69,3.0,12.0,11.0,11.0,30.0,10.0,17.0,13.0,12.0,27.0,23.0,43.0,42.0,42.0,67.0,42.0,23.0,56.0,34.0,65.0,12.0,25.0,18.0,10.0,42.0,19.0,37.0,20.0,11.0,12.0,69.0,67.0,67.0,68.0,71.0
5931,24,69,3.0,11.0,7.0,10.0,19.0,8.0,9.0,11.0,12.0,13.0,20.0,20.0,29.0,31.0,63.0,51.0,25.0,64.0,34.0,54.0,6.0,21.0,11.0,8.0,40.0,15.0,47.0,11.0,9.0,10.0,68.0,67.0,65.0,67.0,71.0
5934,32,69,2.0,9.0,10.0,13.0,29.0,12.0,12.0,17.0,19.0,22.0,32.0,38.0,42.0,31.0,60.0,30.0,29.0,46.0,19.0,71.0,7.0,29.0,11.0,10.0,34.0,20.0,28.0,9.0,17.0,15.0,68.0,69.0,67.0,68.0,73.0
5982,36,69,2.0,16.0,15.0,16.0,26.0,16.0,12.0,13.0,13.0,27.0,22.0,38.0,35.0,46.0,70.0,48.0,23.0,64.0,34.0,60.0,15.0,38.0,28.0,11.0,47.0,22.0,41.0,22.0,14.0,13.0,70.0,64.0,63.0,69.0,70.0
6001,34,69,3.0,12.0,12.0,14.0,27.0,10.0,14.0,15.0,15.0,24.0,20.0,42.0,40.0,53.0,66.0,44.0,20.0,75.0,26.0,62.0,15.0,26.0,9.0,7.0,28.0,21.0,44.0,8.0,12.0,11.0,69.0,68.0,64.0,67.0,70.0
6010,31,69,3.0,13.0,12.0,13.0,13.0,14.0,13.0,14.0,14.0,14.0,14.0,41.0,44.0,38.0,70.0,26.0,15.0,66.0,37.0,64.0,15.0,23.0,22.0,12.0,22.0,18.0,53.0,16.0,15.0,13.0,68.0,70.0,49.0,67.0,72.0
6015,37,69,3.0,15.0,11.0,11.0,46.0,14.0,14.0,12.0,12.0,43.0,29.0,31.0,43.0,36.0,66.0,41.0,28.0,45.0,32.0,64.0,16.0,37.0,23.0,14.0,47.0,46.0,55.0,12.0,13.0,12.0,64.0,72.0,52.0,77.0,64.0
6031,21,69,3.0,11.0,8.0,12.0,22.0,9.0,9.0,10.0,10.0,21.0,18.0,33.0,37.0,39.0,59.0,22.0,19.0,53.0,23.0,62.0,8.0,26.0,9.0,7.0,33.0,16.0,29.0,11.0,10.0,14.0,67.0,70.0,76.0,69.0,71.0
6038,27,69,2.0,9.0,13.0,10.0,29.0,14.0,19.0,18.0,12.0,25.0,20.0,37.0,32.0,32.0,62.0,35.0,17.0,54.0,39.0,74.0,19.0,31.0,22.0,12.0,32.0,14.0,31.0,19.0,10.0,9.0,71.0,66.0,67.0,69.0,71.0
6040,25,69,4.0,16.0,8.0,19.0,24.0,11.0,14.0,12.0,19.0,21.0,23.0,40.0,47.0,65.0,58.0,55.0,22.0,73.0,30.0,64.0,14.0,25.0,22.0,10.0,37.0,20.0,23.0,20.0,14.0,15.0,74.0,67.0,60.0,64.0,72.0
6057,23,69,4.0,8.0,5.0,11.0,17.0,4.0,14.0,13.0,14.0,20.0,23.0,41.0,36.0,50.0,71.0,39.0,14.0,68.0,20.0,62.0,7.0,18.0,11.0,17.0,28.0,30.0,41.0,15.0,12.0,10.0,71.0,68.0,60.0,64.0,71.0
6070,21,69,2.0,13.0,18.0,16.0,24.0,16.0,15.0,16.0,15.0,24.0,17.0,38.0,38.0,43.0,51.0,40.0,22.0,59.0,32.0,58.0,17.0,22.0,14.0,9.0,34.0,15.0,56.0,12.0,19.0,15.0,73.0,63.0,69.0,69.0,74.0
6114,35,69,3.0,14.0,12.0,20.0,36.0,17.0,15.0,12.0,8.0,23.0,23.0,36.0,52.0,45.0,62.0,45.0,17.0,60.0,27.0,69.0,9.0,40.0,14.0,20.0,25.0,21.0,49.0,12.0,16.0,20.0,71.0,65.0,66.0,67.0,71.0
6132,32,69,2.0,21.0,18.0,15.0,32.0,13.0,17.0,21.0,25.0,23.0,21.0,23.0,22.0,50.0,65.0,37.0,21.0,58.0,44.0,59.0,14.0,33.0,25.0,13.0,43.0,16.0,49.0,12.0,15.0,16.0,72.0,65.0,65.0,66.0,72.0
6177,29,69,2.0,10.0,5.0,10.0,13.0,8.0,11.0,14.0,13.0,16.0,15.0,21.0,17.0,31.0,58.0,35.0,17.0,72.0,25.0,67.0,9.0,21.0,6.0,4.0,23.0,11.0,55.0,9.0,12.0,12.0,68.0,69.0,66.0,68.0,71.0
6181,24,69,3.0,14.0,17.0,18.0,32.0,18.0,14.0,19.0,13.0,19.0,22.0,45.0,47.0,30.0,51.0,54.0,19.0,56.0,21.0,57.0,12.0,17.0,22.0,19.0,19.0,24.0,58.0,17.0,16.0,13.0,72.0,68.0,67.0,69.0,71.0
6230,26,69,2.0,14.0,14.0,12.0,38.0,20.0,18.0,19.0,15.0,34.0,14.0,32.0,42.0,61.0,72.0,34.0,25.0,65.0,32.0,52.0,13.0,32.0,12.0,14.0,49.0,15.0,46.0,16.0,20.0,18.0,69.0,65.0,64.0,66.0,70.0
6240,22,69,2.0,15.0,19.0,15.0,31.0,13.0,17.0,13.0,14.0,25.0,21.0,42.0,41.0,35.0,54.0,41.0,24.0,55.0,26.0,70.0,15.0,24.0,22.0,13.0,36.0,22.0,53.0,20.0,13.0,14.0,70.0,69.0,64.0,70.0,72.0
6244,33,69,3.0,16.0,12.0,12.0,31.0,12.0,17.0,12.0,13.0,15.0,16.0,31.0,38.0,55.0,69.0,30.0,24.0,50.0,38.0,61.0,14.0,32.0,15.0,15.0,27.0,14.0,41.0,13.0,9.0,12.0,70.0,69.0,65.0,66.0,66.0
6256,23,69,3.0,20.0,18.0,14.0,39.0,19.0,16.0,18.0,14.0,21.0,24.0,42.0,44.0,32.0,65.0,48.0,25.0,55.0,32.0,80.0,17.0,26.0,16.0,19.0,30.0,25.0,41.0,18.0,18.0,14.0,70.0,67.0,61.0,66.0,72.0
6258,24,69,3.0,19.0,14.0,16.0,21.0,10.0,18.0,20.0,12.0,22.0,23.0,49.0,52.0,54.0,63.0,62.0,23.0,72.0,43.0,54.0,17.0,20.0,19.0,12.0,38.0,29.0,49.0,20.0,13.0,16.0,71.0,67.0,72.0,69.0,68.0
6266,24,69,1.0,21.0,12.0,7.0,50.0,20.0,20.0,16.0,17.0,34.0,25.0,49.0,48.0,40.0,68.0,32.0,23.0,53.0,27.0,49.0,19.0,36.0,24.0,7.0,56.0,19.0,58.0,16.0,24.0,7.0,66.0,69.0,60.0,65.0,72.0
6274,26,69,3.0,8.0,9.0,8.0,18.0,8.0,9.0,9.0,12.0,17.0,21.0,44.0,41.0,52.0,69.0,37.0,21.0,71.0,31.0,67.0,7.0,45.0,44.0,5.0,71.0,22.0,61.0,17.0,8.0,9.0,79.0,55.0,66.0,55.0,83.0
6277,29,69,5.0,17.0,12.0,15.0,53.0,13.0,25.0,15.0,14.0,62.0,42.0,57.0,45.0,49.0,68.0,62.0,16.0,65.0,43.0,63.0,18.0,38.0,32.0,13.0,54.0,34.0,63.0,25.0,14.0,12.0,67.0,64.0,71.0,65.0,74.0
6281,30,69,3.0,10.0,10.0,30.0,20.0,12.0,12.0,16.0,16.0,17.0,23.0,19.0,28.0,30.0,50.0,29.0,19.0,35.0,19.0,67.0,11.0,25.0,12.0,3.0,36.0,25.0,52.0,8.0,16.0,14.0,68.0,70.0,70.0,76.0,69.0
6286,31,69,3.0,14.0,20.0,18.0,43.0,20.0,22.0,16.0,24.0,31.0,18.0,51.0,43.0,50.0,67.0,62.0,35.0,59.0,44.0,56.0,13.0,21.0,21.0,12.0,45.0,22.0,58.0,24.0,24.0,18.0,72.0,68.0,68.0,63.0,70.0
6291,26,69,3.0,9.0,12.0,21.0,20.0,10.0,15.0,12.0,9.0,22.0,22.0,54.0,58.0,57.0,64.0,64.0,16.0,82.0,42.0,75.0,8.0,40.0,22.0,13.0,33.0,22.0,61.0,10.0,11.0,12.0,70.0,65.0,71.0,67.0,73.0
6302,24,69,3.0,16.0,13.0,10.0,21.0,15.0,13.0,19.0,19.0,20.0,24.0,44.0,35.0,50.0,63.0,54.0,22.0,65.0,38.0,67.0,18.0,34.0,16.0,13.0,60.0,24.0,61.0,14.0,10.0,12.0,70.0,69.0,64.0,66.0,70.0
6308,32,69,3.0,10.0,10.0,16.0,34.0,10.0,15.0,12.0,12.0,34.0,23.0,46.0,49.0,54.0,63.0,60.0,16.0,51.0,34.0,56.0,8.0,39.0,26.0,14.0,28.0,19.0,51.0,7.0,12.0,19.0,66.0,68.0,64.0,70.0,71.0
6319,30,69,3.0,13.0,18.0,12.0,31.0,7.0,12.0,8.0,13.0,31.0,22.0,45.0,41.0,37.0,58.0,45.0,25.0,51.0,32.0,77.0,12.0,27.0,15.0,12.0,47.0,21.0,63.0,8.0,19.0,13.0,71.0,69.0,64.0,67.0,71.0
6327,24,69,2.0,13.0,15.0,16.0,25.0,19.0,16.0,21.0,18.0,22.0,23.0,31.0,28.0,59.0,55.0,32.0,15.0,41.0,28.0,45.0,19.0,23.0,22.0,15.0,64.0,25.0,61.0,13.0,14.0,17.0,71.0,68.0,69.0,68.0,72.0
6339,30,69,3.0,18.0,13.0,14.0,43.0,10.0,15.0,11.0,12.0,28.0,23.0,61.0,53.0,63.0,71.0,60.0,22.0,73.0,36.0,74.0,13.0,34.0,23.0,14.0,46.0,14.0,55.0,8.0,13.0,14.0,66.0,70.0,67.0,66.0,69.0
6340,32,69,2.0,11.0,11.0,13.0,23.0,8.0,15.0,12.0,15.0,16.0,24.0,18.0,34.0,25.0,61.0,19.0,24.0,49.0,27.0,75.0,9.0,34.0,14.0,8.0,32.0,20.0,12.0,12.0,13.0,14.0,71.0,66.0,60.0,67.0,75.0
6348,30,69,4.0,11.0,10.0,11.0,17.0,12.0,14.0,16.0,13.0,10.0,15.0,52.0,42.0,56.0,65.0,55.0,20.0,51.0,31.0,56.0,8.0,22.0,24.0,12.0,46.0,14.0,59.0,12.0,9.0,8.0,67.0,73.0,66.0,70.0,66.0
6350,27,69,2.0,11.0,10.0,12.0,27.0,9.0,10.0,12.0,8.0,21.0,20.0,19.0,19.0,18.0,68.0,27.0,18.0,42.0,25.0,53.0,13.0,22.0,11.0,8.0,15.0,19.0,21.0,14.0,9.0,8.0,71.0,65.0,66.0,65.0,71.0
6355,32,69,3.0,11.0,15.0,11.0,47.0,12.0,13.0,15.0,12.0,45.0,22.0,28.0,33.0,24.0,70.0,37.0,20.0,51.0,25.0,61.0,13.0,39.0,22.0,13.0,51.0,19.0,42.0,30.0,15.0,13.0,68.0,64.0,75.0,66.0,72.0
6356,30,69,3.0,13.0,10.0,12.0,17.0,12.0,10.0,17.0,16.0,12.0,20.0,57.0,54.0,64.0,64.0,56.0,25.0,60.0,38.0,74.0,13.0,21.0,12.0,10.0,34.0,25.0,50.0,15.0,14.0,12.0,66.0,69.0,65.0,68.0,71.0
6358,27,69,2.0,12.0,13.0,13.0,23.0,11.0,16.0,13.0,13.0,19.0,18.0,41.0,44.0,35.0,57.0,41.0,24.0,49.0,26.0,63.0,13.0,28.0,20.0,12.0,35.0,17.0,30.0,14.0,17.0,16.0,71.0,67.0,68.0,64.0,74.0
6361,22,69,3.0,11.0,17.0,14.0,27.0,16.0,20.0,17.0,15.0,22.0,19.0,30.0,41.0,31.0,63.0,51.0,23.0,60.0,25.0,68.0,14.0,33.0,16.0,13.0,50.0,23.0,58.0,25.0,16.0,19.0,72.0,64.0,66.0,69.0,71.0
6383,33,69,3.0,8.0,9.0,11.0,16.0,9.0,9.0,10.0,8.0,19.0,22.0,34.0,38.0,37.0,63.0,44.0,12.0,66.0,25.0,55.0,16.0,35.0,21.0,14.0,47.0,15.0,64.0,12.0,9.0,12.0,70.0,66.0,71.0,69.0,69.0
6387,29,69,3.0,19.0,18.0,24.0,20.0,18.0,15.0,20.0,16.0,22.0,21.0,41.0,42.0,42.0,61.0,36.0,22.0,58.0,25.0,73.0,13.0,24.0,28.0,16.0,42.0,17.0,49.0,25.0,15.0,17.0,69.0,69.0,67.0,68.0,68.0
6390,25,69,3.0,14.0,13.0,17.0,27.0,17.0,19.0,18.0,15.0,24.0,24.0,49.0,48.0,30.0,68.0,48.0,21.0,60.0,39.0,67.0,17.0,18.0,24.0,20.0,45.0,24.0,57.0,14.0,12.0,17.0,73.0,63.0,65.0,63.0,76.0
6398,39,69,2.0,13.0,12.0,14.0,22.0,8.0,16.0,13.0,22.0,21.0,21.0,45.0,40.0,46.0,65.0,33.0,57.0,58.0,20.0,70.0,18.0,41.0,27.0,11.0,48.0,50.0,53.0,19.0,8.0,9.0,66.0,70.0,69.0,71.0,64.0
6407,34,69,3.0,14.0,13.0,14.0,26.0,15.0,12.0,14.0,13.0,31.0,24.0,60.0,55.0,42.0,57.0,55.0,23.0,68.0,23.0,64.0,13.0,36.0,15.0,10.0,44.0,15.0,55.0,19.0,12.0,14.0,65.0,69.0,77.0,64.0,79.0
6410,30,69,3.0,20.0,13.0,19.0,12.0,13.0,14.0,11.0,13.0,22.0,24.0,54.0,56.0,63.0,67.0,43.0,18.0,68.0,43.0,65.0,15.0,14.0,15.0,16.0,53.0,15.0,12.0,11.0,13.0,12.0,69.0,66.0,67.0,70.0,69.0
6412,29,69,3.0,10.0,16.0,20.0,30.0,4.0,24.0,23.0,18.0,50.0,22.0,63.0,56.0,52.0,67.0,53.0,23.0,68.0,45.0,46.0,12.0,37.0,14.0,14.0,65.0,22.0,62.0,17.0,12.0,12.0,69.0,68.0,76.0,65.0,70.0
6414,24,69,3.0,13.0,20.0,14.0,25.0,20.0,18.0,19.0,20.0,26.0,24.0,31.0,30.0,34.0,70.0,24.0,19.0,48.0,27.0,65.0,14.0,19.0,27.0,20.0,50.0,30.0,49.0,25.0,10.0,19.0,71.0,65.0,61.0,66.0,69.0
6415,31,69,2.0,20.0,12.0,23.0,27.0,13.0,17.0,20.0,10.0,25.0,23.0,55.0,57.0,44.0,65.0,35.0,12.0,68.0,45.0,79.0,14.0,44.0,24.0,12.0,32.0,12.0,55.0,21.0,23.0,19.0,70.0,67.0,64.0,68.0,70.0
6441,31,69,1.0,11.0,13.0,13.0,31.0,11.0,19.0,18.0,10.0,25.0,19.0,24.0,30.0,27.0,66.0,40.0,23.0,60.0,27.0,66.0,9.0,31.0,7.0,8.0,28.0,20.0,49.0,11.0,13.0,9.0,72.0,67.0,68.0,62.0,71.0
6449,29,69,2.0,19.0,12.0,13.0,22.0,11.0,12.0,11.0,10.0,20.0,23.0,41.0,48.0,44.0,69.0,43.0,20.0,58.0,39.0,74.0,13.0,42.0,23.0,13.0,32.0,21.0,55.0,20.0,13.0,12.0,72.0,64.0,60.0,65.0,73.0
6461,31,69,2.0,8.0,14.0,9.0,22.0,9.0,17.0,15.0,12.0,38.0,20.0,44.0,42.0,47.0,65.0,54.0,19.0,65.0,45.0,75.0,18.0,45.0,25.0,11.0,54.0,21.0,47.0,18.0,12.0,12.0,70.0,67.0,66.0,66.0,69.0
