Index,Age,Overall,Weak Foot,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
2686,29,73,3.0,76.0,54.0,68.0,75.0,60.0,73.0,70.0,58.0,75.0,75.0,69.0,68.0,67.0,71.0,63.0,73.0,73.0,81.0,72.0,67.0,74.0,67.0,69.0,69.0,58.0,72.0,69.0,74.0,73.0,10.0,15.0,8.0,9.0,13.0
2688,26,73,2.0,72.0,47.0,61.0,68.0,49.0,57.0,56.0,58.0,63.0,64.0,75.0,76.0,74.0,72.0,62.0,57.0,56.0,83.0,70.0,54.0,62.0,68.0,61.0,66.0,55.0,67.0,67.0,74.0,73.0,9.0,10.0,6.0,6.0,7.0
2689,28,73,3.0,72.0,60.0,67.0,76.0,65.0,67.0,72.0,73.0,75.0,74.0,65.0,60.0,65.0,74.0,65.0,81.0,69.0,67.0,72.0,74.0,75.0,72.0,70.0,71.0,71.0,69.0,71.0,73.0,70.0,11.0,14.0,6.0,8.0,6.0
2697,30,73,3.0,36.0,29.0,70.0,63.0,38.0,47.0,35.0,43.0,54.0,64.0,37.0,53.0,67.0,76.0,52.0,54.0,79.0,70.0,82.0,34.0,81.0,75.0,28.0,30.0,30.0,68.0,67.0,71.0,73.0,6.0,7.0,8.0,10.0,7.0
2698,26,73,3.0,67.0,43.0,66.0,63.0,32.0,68.0,41.0,36.0,61.0,66.0,71.0,74.0,72.0,71.0,71.0,63.0,76.0,87.0,75.0,55.0,66.0,73.0,64.0,59.0,38.0,71.0,71.0,74.0,71.0,9.0,11.0,11.0,9.0,8.0
2701,23,73,2.0,67.0,58.0,72.0,69.0,38.0,65.0,63.0,53.0,72.0,67.0,67.0,67.0,61.0,71.0,63.0,69.0,70.0,73.0,77.0,58.0,73.0,70.0,36.0,61.0,37.0,68.0,74.0,72.0,73.0,6.0,10.0,9.0,7.0,9.0
2702,34,73,3.0,51.0,41.0,77.0,62.0,45.0,55.0,55.0,40.0,61.0,60.0,60.0,55.0,34.0,76.0,35.0,67.0,72.0,53.0,76.0,52.0,74.0,76.0,49.0,39.0,47.0,71.0,69.0,73.0,71.0,9.0,10.0,10.0,8.0,14.0
2704,27,73,2.0,72.0,56.0,60.0,70.0,57.0,74.0,59.0,60.0,64.0,74.0,86.0,85.0,78.0,68.0,75.0,72.0,67.0,80.0,71.0,67.0,65.0,69.0,70.0,72.0,40.0,68.0,67.0,70.0,68.0,10.0,7.0,10.0,6.0,8.0
2707,27,73,3.0,39.0,24.0,75.0,65.0,23.0,44.0,33.0,34.0,53.0,62.0,58.0,53.0,41.0,62.0,45.0,36.0,55.0,71.0,90.0,20.0,81.0,67.0,25.0,38.0,46.0,66.0,71.0,73.0,70.0,6.0,10.0,14.0,10.0,7.0
2711,25,73,4.0,71.0,66.0,59.0,72.0,58.0,75.0,70.0,63.0,67.0,74.0,80.0,75.0,81.0,72.0,82.0,66.0,78.0,71.0,62.0,63.0,67.0,71.0,70.0,69.0,66.0,73.0,70.0,74.0,73.0,12.0,9.0,12.0,8.0,16.0
2716,30,73,3.0,45.0,39.0,72.0,67.0,44.0,55.0,68.0,66.0,69.0,63.0,34.0,32.0,48.0,71.0,65.0,74.0,80.0,66.0,82.0,61.0,75.0,72.0,41.0,59.0,60.0,73.0,72.0,72.0,68.0,14.0,6.0,6.0,11.0,13.0
2719,28,73,3.0,73.0,63.0,70.0,71.0,54.0,68.0,64.0,61.0,67.0,70.0,80.0,78.0,79.0,66.0,67.0,64.0,70.0,86.0,71.0,61.0,71.0,69.0,70.0,64.0,42.0,73.0,70.0,72.0,69.0,11.0,8.0,14.0,10.0,7.0
2720,29,73,3.0,67.0,37.0,71.0,66.0,40.0,71.0,44.0,50.0,70.0,66.0,68.0,68.0,68.0,66.0,67.0,52.0,75.0,75.0,74.0,56.0,75.0,69.0,34.0,55.0,45.0,73.0,74.0,74.0,75.0,11.0,14.0,15.0,12.0,16.0
2727,27,73,5.0,73.0,70.0,57.0,72.0,53.0,72.0,64.0,62.0,70.0,71.0,82.0,84.0,86.0,70.0,81.0,68.0,59.0,81.0,70.0,67.0,73.0,64.0,72.0,57.0,51.0,71.0,68.0,67.0,77.0,14.0,11.0,9.0,9.0,7.0
2728,27,73,3.0,72.0,36.0,60.0,72.0,35.0,62.0,57.0,36.0,54.0,68.0,76.0,78.0,67.0,71.0,72.0,55.0,80.0,77.0,71.0,32.0,69.0,72.0,63.0,58.0,48.0,64.0,73.0,73.0,71.0,9.0,12.0,11.0,8.0,7.0
2729,30,73,2.0,75.0,20.0,71.0,70.0,56.0,65.0,64.0,70.0,46.0,68.0,64.0,75.0,62.0,65.0,61.0,87.0,70.0,68.0,80.0,68.0,84.0,73.0,36.0,42.0,65.0,67.0,74.0,76.0,75.0,10.0,7.0,9.0,7.0,8.0
2730,25,73,2.0,69.0,60.0,64.0,71.0,64.0,73.0,62.0,34.0,55.0,66.0,83.0,89.0,78.0,71.0,77.0,75.0,75.0,78.0,75.0,56.0,70.0,68.0,73.0,67.0,67.0,63.0,68.0,70.0,71.0,9.0,7.0,8.0,10.0,9.0
2731,26,73,3.0,74.0,52.0,67.0,68.0,43.0,71.0,54.0,46.0,52.0,62.0,66.0,82.0,71.0,74.0,55.0,46.0,67.0,79.0,66.0,42.0,72.0,71.0,42.0,45.0,67.0,73.0,67.0,75.0,71.0,16.0,13.0,10.0,12.0,8.0
2734,27,73,2.0,75.0,54.0,53.0,75.0,59.0,70.0,73.0,58.0,72.0,72.0,75.0,77.0,78.0,71.0,73.0,72.0,71.0,75.0,62.0,59.0,70.0,69.0,69.0,60.0,57.0,65.0,70.0,73.0,70.0,15.0,6.0,10.0,5.0,7.0
2735,28,73,4.0,68.0,40.0,58.0,72.0,61.0,68.0,59.0,50.0,62.0,72.0,75.0,69.0,77.0,70.0,79.0,79.0,63.0,74.0,64.0,65.0,76.0,73.0,49.0,60.0,51.0,68.0,76.0,75.0,74.0,11.0,10.0,7.0,8.0,13.0
2737,29,73,3.0,52.0,23.0,74.0,68.0,28.0,61.0,33.0,23.0,64.0,61.0,65.0,66.0,62.0,72.0,62.0,52.0,73.0,67.0,75.0,41.0,76.0,72.0,36.0,42.0,49.0,65.0,69.0,73.0,73.0,9.0,13.0,9.0,6.0,10.0
2748,27,73,2.0,69.0,54.0,76.0,62.0,41.0,61.0,51.0,56.0,59.0,66.0,66.0,69.0,63.0,73.0,62.0,76.0,75.0,69.0,75.0,62.0,76.0,75.0,51.0,48.0,39.0,69.0,73.0,77.0,76.0,15.0,9.0,15.0,14.0,10.0
2752,22,73,3.0,62.0,35.0,74.0,66.0,39.0,64.0,32.0,36.0,63.0,65.0,69.0,75.0,65.0,70.0,52.0,36.0,76.0,76.0,81.0,39.0,71.0,71.0,34.0,48.0,44.0,61.0,73.0,74.0,68.0,9.0,14.0,6.0,8.0,7.0
2756,20,73,2.0,64.0,40.0,74.0,72.0,63.0,64.0,27.0,30.0,71.0,71.0,71.0,70.0,73.0,71.0,66.0,67.0,73.0,73.0,72.0,30.0,71.0,72.0,55.0,45.0,65.0,70.0,71.0,72.0,71.0,7.0,11.0,10.0,7.0,6.0
2757,29,73,2.0,36.0,23.0,72.0,66.0,35.0,39.0,47.0,55.0,64.0,62.0,49.0,63.0,55.0,66.0,67.0,50.0,81.0,74.0,88.0,57.0,71.0,68.0,34.0,42.0,46.0,67.0,71.0,74.0,72.0,14.0,15.0,12.0,9.0,10.0
2759,26,73,3.0,72.0,45.0,55.0,68.0,45.0,72.0,70.0,68.0,54.0,73.0,83.0,86.0,75.0,74.0,76.0,57.0,79.0,87.0,60.0,49.0,68.0,66.0,65.0,59.0,47.0,66.0,68.0,68.0,70.0,9.0,12.0,6.0,11.0,10.0
2761,29,73,3.0,75.0,52.0,64.0,69.0,59.0,74.0,67.0,57.0,65.0,73.0,67.0,75.0,67.0,74.0,65.0,75.0,70.0,83.0,69.0,65.0,85.0,71.0,73.0,62.0,54.0,66.0,72.0,72.0,70.0,11.0,11.0,6.0,5.0,9.0
2762,25,73,3.0,49.0,18.0,73.0,69.0,26.0,55.0,27.0,24.0,58.0,69.0,64.0,66.0,60.0,62.0,37.0,57.0,60.0,68.0,78.0,21.0,75.0,74.0,26.0,54.0,43.0,62.0,69.0,74.0,70.0,11.0,7.0,6.0,6.0,9.0
2767,32,73,3.0,75.0,44.0,67.0,73.0,56.0,62.0,53.0,50.0,65.0,69.0,73.0,71.0,66.0,65.0,72.0,50.0,67.0,79.0,73.0,58.0,75.0,73.0,34.0,59.0,66.0,71.0,68.0,74.0,72.0,12.0,13.0,10.0,14.0,16.0
2770,32,73,3.0,73.0,47.0,55.0,69.0,58.0,70.0,70.0,54.0,68.0,71.0,79.0,81.0,77.0,75.0,79.0,76.0,74.0,80.0,64.0,64.0,69.0,72.0,71.0,72.0,53.0,72.0,72.0,68.0,66.0,8.0,13.0,10.0,8.0,11.0
2772,33,73,3.0,55.0,40.0,77.0,64.0,54.0,45.0,42.0,35.0,54.0,62.0,31.0,28.0,31.0,68.0,35.0,69.0,64.0,76.0,90.0,42.0,92.0,69.0,35.0,57.0,59.0,71.0,55.0,77.0,75.0,16.0,6.0,13.0,7.0,13.0
2773,24,73,2.0,54.0,35.0,68.0,58.0,30.0,55.0,31.0,32.0,57.0,53.0,61.0,66.0,49.0,67.0,46.0,41.0,81.0,73.0,83.0,40.0,82.0,75.0,29.0,27.0,34.0,58.0,74.0,71.0,72.0,9.0,12.0,7.0,6.0,12.0
2776,27,73,2.0,57.0,38.0,77.0,64.0,41.0,48.0,55.0,44.0,64.0,66.0,63.0,64.0,48.0,78.0,58.0,55.0,75.0,84.0,80.0,43.0,76.0,70.0,51.0,38.0,38.0,69.0,69.0,74.0,68.0,10.0,9.0,10.0,11.0,7.0
2777,31,73,3.0,44.0,35.0,75.0,58.0,34.0,31.0,42.0,39.0,44.0,47.0,65.0,72.0,53.0,73.0,37.0,42.0,66.0,54.0,87.0,28.0,72.0,73.0,44.0,46.0,48.0,69.0,70.0,73.0,72.0,16.0,15.0,13.0,7.0,14.0
2778,32,73,2.0,35.0,32.0,66.0,54.0,32.0,42.0,34.0,29.0,46.0,49.0,67.0,72.0,66.0,67.0,67.0,51.0,85.0,64.0,78.0,30.0,68.0,75.0,36.0,39.0,40.0,68.0,74.0,75.0,77.0,11.0,15.0,14.0,14.0,9.0
2783,26,73,3.0,47.0,42.0,72.0,73.0,50.0,60.0,60.0,48.0,67.0,66.0,71.0,62.0,67.0,64.0,62.0,79.0,76.0,75.0,79.0,76.0,80.0,65.0,55.0,50.0,50.0,72.0,70.0,75.0,77.0,8.0,13.0,9.0,9.0,10.0
2784,19,73,3.0,26.0,29.0,74.0,66.0,32.0,49.0,27.0,26.0,57.0,66.0,72.0,70.0,64.0,72.0,72.0,41.0,78.0,68.0,66.0,23.0,66.0,73.0,28.0,33.0,43.0,57.0,74.0,74.0,72.0,11.0,10.0,8.0,14.0,13.0
2786,29,73,3.0,72.0,38.0,50.0,72.0,38.0,68.0,59.0,41.0,64.0,70.0,76.0,72.0,70.0,75.0,78.0,61.0,71.0,78.0,67.0,53.0,74.0,71.0,67.0,60.0,58.0,68.0,67.0,73.0,74.0,10.0,12.0,12.0,10.0,13.0
2787,31,73,4.0,69.0,60.0,77.0,73.0,62.0,68.0,52.0,48.0,74.0,70.0,42.0,42.0,64.0,70.0,64.0,74.0,83.0,73.0,74.0,63.0,75.0,78.0,60.0,66.0,75.0,75.0,74.0,67.0,69.0,6.0,9.0,14.0,15.0,10.0
2788,26,73,3.0,70.0,54.0,59.0,69.0,53.0,69.0,63.0,47.0,52.0,67.0,70.0,74.0,71.0,68.0,76.0,71.0,71.0,83.0,67.0,50.0,82.0,70.0,57.0,56.0,58.0,66.0,77.0,74.0,72.0,12.0,7.0,11.0,11.0,7.0
2789,20,73,3.0,31.0,32.0,68.0,62.0,34.0,51.0,48.0,23.0,61.0,53.0,56.0,65.0,61.0,63.0,56.0,60.0,68.0,69.0,82.0,38.0,71.0,77.0,26.0,38.0,41.0,61.0,74.0,77.0,73.0,15.0,7.0,13.0,6.0,11.0
2791,26,73,2.0,55.0,53.0,70.0,72.0,44.0,59.0,52.0,54.0,75.0,66.0,65.0,76.0,54.0,72.0,58.0,72.0,78.0,65.0,76.0,60.0,65.0,73.0,59.0,56.0,34.0,58.0,76.0,73.0,71.0,9.0,10.0,7.0,6.0,10.0
2804,28,73,3.0,76.0,26.0,65.0,76.0,28.0,67.0,59.0,32.0,71.0,74.0,86.0,88.0,76.0,64.0,76.0,55.0,66.0,84.0,55.0,59.0,65.0,59.0,62.0,51.0,39.0,68.0,71.0,72.0,66.0,8.0,9.0,15.0,16.0,6.0
2807,28,73,3.0,68.0,43.0,52.0,68.0,27.0,73.0,37.0,25.0,63.0,69.0,85.0,81.0,76.0,75.0,68.0,66.0,77.0,86.0,66.0,55.0,62.0,70.0,67.0,68.0,37.0,70.0,57.0,72.0,72.0,7.0,7.0,10.0,10.0,10.0
2809,31,73,1.0,42.0,35.0,76.0,68.0,36.0,44.0,30.0,48.0,60.0,55.0,42.0,45.0,53.0,74.0,57.0,59.0,68.0,32.0,68.0,33.0,60.0,75.0,35.0,37.0,42.0,73.0,78.0,77.0,74.0,10.0,8.0,12.0,16.0,8.0
2810,21,73,3.0,41.0,32.0,76.0,64.0,31.0,52.0,62.0,37.0,70.0,62.0,58.0,67.0,71.0,69.0,55.0,50.0,77.0,76.0,79.0,35.0,73.0,71.0,59.0,61.0,48.0,74.0,68.0,74.0,73.0,9.0,10.0,5.0,5.0,13.0
2814,27,73,4.0,73.0,42.0,68.0,64.0,42.0,63.0,57.0,35.0,56.0,69.0,76.0,74.0,72.0,74.0,73.0,66.0,70.0,83.0,72.0,58.0,82.0,69.0,60.0,57.0,39.0,72.0,69.0,72.0,71.0,6.0,9.0,7.0,14.0,15.0
2817,37,73,2.0,44.0,34.0,73.0,70.0,50.0,45.0,58.0,64.0,69.0,60.0,65.0,43.0,64.0,60.0,53.0,67.0,83.0,67.0,81.0,40.0,82.0,71.0,26.0,62.0,58.0,70.0,69.0,74.0,72.0,12.0,15.0,12.0,16.0,13.0
2820,21,73,3.0,44.0,30.0,68.0,70.0,30.0,58.0,52.0,33.0,67.0,68.0,59.0,66.0,61.0,73.0,61.0,52.0,71.0,69.0,72.0,35.0,73.0,71.0,26.0,58.0,48.0,71.0,72.0,75.0,71.0,8.0,11.0,7.0,12.0,14.0
2824,29,73,2.0,76.0,58.0,61.0,72.0,54.0,62.0,75.0,73.0,68.0,70.0,70.0,71.0,75.0,68.0,79.0,72.0,77.0,90.0,70.0,64.0,74.0,72.0,62.0,65.0,64.0,64.0,62.0,73.0,74.0,13.0,6.0,11.0,15.0,9.0
2828,29,73,3.0,35.0,31.0,80.0,57.0,46.0,37.0,36.0,27.0,64.0,52.0,48.0,68.0,42.0,59.0,32.0,47.0,85.0,76.0,92.0,35.0,70.0,71.0,35.0,49.0,30.0,63.0,66.0,73.0,75.0,14.0,13.0,10.0,16.0,14.0
2833,27,73,2.0,38.0,29.0,76.0,60.0,26.0,53.0,38.0,32.0,55.0,58.0,58.0,59.0,57.0,66.0,56.0,56.0,79.0,66.0,77.0,27.0,75.0,71.0,48.0,50.0,32.0,66.0,72.0,73.0,72.0,8.0,14.0,7.0,8.0,7.0
2835,23,73,2.0,63.0,24.0,68.0,62.0,28.0,58.0,29.0,30.0,58.0,62.0,66.0,68.0,50.0,66.0,36.0,60.0,60.0,69.0,76.0,26.0,78.0,74.0,30.0,47.0,44.0,65.0,73.0,76.0,74.0,11.0,11.0,14.0,11.0,14.0
2836,27,73,3.0,34.0,40.0,81.0,62.0,27.0,49.0,26.0,24.0,60.0,58.0,55.0,50.0,50.0,62.0,45.0,73.0,85.0,73.0,84.0,37.0,71.0,71.0,43.0,40.0,39.0,64.0,68.0,72.0,71.0,13.0,9.0,12.0,14.0,14.0
2837,22,73,3.0,59.0,49.0,76.0,70.0,49.0,65.0,46.0,43.0,72.0,68.0,73.0,74.0,67.0,71.0,63.0,63.0,76.0,67.0,73.0,51.0,69.0,70.0,59.0,61.0,54.0,70.0,72.0,71.0,72.0,10.0,15.0,12.0,10.0,15.0
2838,24,73,2.0,37.0,21.0,73.0,61.0,32.0,48.0,30.0,29.0,56.0,59.0,69.0,69.0,67.0,68.0,51.0,47.0,66.0,68.0,75.0,31.0,72.0,76.0,27.0,29.0,35.0,66.0,75.0,73.0,74.0,7.0,11.0,12.0,13.0,8.0
2844,29,73,3.0,80.0,58.0,65.0,71.0,60.0,73.0,78.0,75.0,72.0,74.0,74.0,77.0,70.0,70.0,74.0,82.0,73.0,71.0,68.0,72.0,79.0,66.0,70.0,69.0,74.0,69.0,67.0,73.0,74.0,8.0,11.0,14.0,14.0,10.0
2853,32,73,2.0,49.0,39.0,75.0,65.0,34.0,46.0,42.0,47.0,63.0,60.0,67.0,71.0,65.0,73.0,60.0,66.0,84.0,70.0,78.0,47.0,76.0,73.0,41.0,48.0,44.0,73.0,74.0,70.0,68.0,10.0,16.0,16.0,14.0,13.0
2854,32,73,3.0,74.0,53.0,59.0,73.0,70.0,66.0,73.0,60.0,63.0,70.0,71.0,67.0,73.0,73.0,74.0,74.0,57.0,87.0,65.0,72.0,67.0,72.0,73.0,65.0,36.0,69.0,65.0,73.0,69.0,1.0,1.0,1.0,1.0,1.0
2855,29,73,3.0,75.0,61.0,71.0,77.0,69.0,75.0,75.0,73.0,75.0,74.0,71.0,69.0,76.0,68.0,77.0,83.0,70.0,72.0,64.0,72.0,77.0,73.0,67.0,67.0,63.0,73.0,72.0,72.0,70.0,13.0,9.0,7.0,15.0,7.0
2856,25,73,3.0,41.0,42.0,80.0,57.0,26.0,45.0,33.0,31.0,62.0,54.0,34.0,42.0,32.0,62.0,37.0,73.0,83.0,57.0,85.0,31.0,64.0,70.0,40.0,37.0,40.0,62.0,76.0,78.0,70.0,7.0,11.0,15.0,10.0,15.0
2858,27,73,3.0,70.0,48.0,60.0,66.0,60.0,68.0,62.0,48.0,60.0,70.0,78.0,79.0,72.0,72.0,72.0,68.0,78.0,79.0,77.0,58.0,74.0,74.0,56.0,58.0,50.0,64.0,70.0,76.0,74.0,7.0,8.0,12.0,7.0,9.0
2860,27,73,2.0,70.0,57.0,58.0,68.0,64.0,76.0,70.0,67.0,65.0,69.0,90.0,91.0,74.0,72.0,78.0,73.0,72.0,90.0,71.0,70.0,65.0,69.0,68.0,63.0,65.0,73.0,65.0,66.0,65.0,12.0,15.0,9.0,10.0,14.0
2865,25,73,3.0,33.0,33.0,77.0,56.0,22.0,42.0,29.0,34.0,59.0,61.0,46.0,50.0,38.0,66.0,35.0,59.0,32.0,79.0,91.0,43.0,66.0,78.0,43.0,51.0,39.0,61.0,73.0,76.0,65.0,12.0,15.0,12.0,14.0,16.0
2866,32,73,3.0,70.0,25.0,61.0,72.0,38.0,69.0,58.0,43.0,73.0,69.0,67.0,67.0,79.0,68.0,79.0,66.0,72.0,72.0,64.0,62.0,72.0,76.0,47.0,64.0,53.0,64.0,75.0,80.0,74.0,12.0,15.0,8.0,9.0,7.0
2868,28,73,3.0,55.0,42.0,67.0,65.0,33.0,57.0,52.0,57.0,53.0,65.0,64.0,68.0,61.0,65.0,62.0,64.0,73.0,72.0,80.0,51.0,71.0,72.0,43.0,40.0,36.0,68.0,72.0,76.0,70.0,8.0,7.0,14.0,11.0,9.0
2869,22,73,5.0,73.0,54.0,63.0,74.0,57.0,80.0,62.0,40.0,73.0,78.0,84.0,82.0,81.0,69.0,75.0,61.0,68.0,75.0,69.0,61.0,76.0,68.0,75.0,70.0,50.0,72.0,66.0,71.0,70.0,11.0,12.0,8.0,9.0,7.0
2877,30,73,3.0,61.0,40.0,68.0,75.0,51.0,67.0,65.0,52.0,70.0,71.0,55.0,66.0,68.0,76.0,72.0,48.0,74.0,67.0,72.0,40.0,64.0,68.0,40.0,67.0,49.0,82.0,80.0,72.0,69.0,15.0,14.0,15.0,8.0,10.0
2882,27,73,2.0,32.0,24.0,68.0,59.0,33.0,35.0,30.0,26.0,42.0,64.0,56.0,56.0,45.0,70.0,47.0,47.0,74.0,65.0,79.0,24.0,78.0,73.0,24.0,31.0,47.0,70.0,70.0,76.0,69.0,13.0,10.0,13.0,10.0,12.0
2886,31,73,3.0,30.0,21.0,69.0,54.0,15.0,43.0,59.0,22.0,53.0,48.0,67.0,68.0,62.0,70.0,52.0,66.0,90.0,53.0,84.0,14.0,74.0,67.0,22.0,30.0,65.0,60.0,75.0,74.0,71.0,4.0,10.0,11.0,6.0,12.0
2887,27,73,2.0,36.0,33.0,78.0,56.0,22.0,28.0,33.0,39.0,46.0,48.0,46.0,58.0,36.0,63.0,37.0,70.0,51.0,65.0,88.0,35.0,80.0,72.0,37.0,38.0,40.0,68.0,73.0,76.0,72.0,16.0,7.0,12.0,16.0,10.0
2890,26,73,3.0,35.0,41.0,71.0,65.0,25.0,59.0,30.0,40.0,67.0,65.0,66.0,67.0,61.0,66.0,58.0,35.0,70.0,63.0,73.0,23.0,72.0,78.0,47.0,42.0,33.0,70.0,72.0,72.0,73.0,9.0,14.0,11.0,15.0,10.0
2896,20,73,3.0,39.0,31.0,73.0,46.0,34.0,46.0,33.0,32.0,48.0,53.0,66.0,69.0,55.0,74.0,67.0,52.0,85.0,71.0,81.0,27.0,61.0,71.0,28.0,43.0,43.0,72.0,73.0,77.0,74.0,7.0,14.0,6.0,7.0,13.0
2899,29,73,3.0,76.0,48.0,67.0,68.0,51.0,65.0,66.0,38.0,66.0,72.0,70.0,73.0,68.0,65.0,67.0,57.0,71.0,74.0,64.0,51.0,80.0,75.0,58.0,51.0,59.0,71.0,71.0,72.0,76.0,8.0,8.0,12.0,13.0,12.0
2900,28,73,3.0,74.0,64.0,44.0,77.0,65.0,75.0,71.0,59.0,75.0,77.0,59.0,62.0,72.0,68.0,69.0,74.0,55.0,73.0,67.0,67.0,44.0,52.0,70.0,74.0,66.0,59.0,48.0,37.0,28.0,8.0,11.0,8.0,15.0,15.0
2904,23,73,3.0,73.0,50.0,56.0,70.0,61.0,73.0,69.0,57.0,69.0,72.0,79.0,80.0,75.0,71.0,73.0,67.0,82.0,83.0,65.0,62.0,66.0,69.0,68.0,68.0,49.0,69.0,70.0,70.0,71.0,14.0,6.0,11.0,13.0,10.0
2906,26,73,3.0,53.0,18.0,74.0,69.0,26.0,62.0,48.0,26.0,65.0,62.0,52.0,66.0,51.0,70.0,35.0,67.0,66.0,69.0,84.0,33.0,77.0,71.0,30.0,65.0,40.0,72.0,70.0,73.0,70.0,11.0,10.0,14.0,10.0,11.0
2912,34,73,3.0,59.0,50.0,73.0,61.0,63.0,56.0,57.0,58.0,59.0,66.0,54.0,65.0,49.0,73.0,34.0,77.0,63.0,78.0,90.0,62.0,91.0,68.0,62.0,55.0,63.0,81.0,72.0,64.0,67.0,6.0,11.0,6.0,9.0,15.0
2915,28,73,3.0,68.0,48.0,67.0,68.0,44.0,71.0,54.0,30.0,64.0,70.0,78.0,75.0,67.0,67.0,67.0,68.0,72.0,83.0,76.0,59.0,72.0,71.0,60.0,48.0,36.0,64.0,72.0,75.0,73.0,6.0,5.0,8.0,9.0,5.0
2916,32,73,3.0,55.0,31.0,71.0,61.0,33.0,45.0,26.0,32.0,63.0,55.0,68.0,63.0,62.0,70.0,54.0,61.0,89.0,63.0,84.0,53.0,71.0,74.0,57.0,42.0,32.0,72.0,70.0,73.0,72.0,6.0,13.0,8.0,13.0,8.0
2918,34,73,3.0,74.0,34.0,52.0,65.0,32.0,67.0,61.0,47.0,54.0,71.0,77.0,81.0,70.0,73.0,67.0,70.0,64.0,85.0,71.0,44.0,67.0,70.0,53.0,51.0,51.0,70.0,73.0,70.0,69.0,8.0,9.0,16.0,10.0,9.0
2920,31,73,3.0,79.0,48.0,61.0,73.0,63.0,72.0,75.0,79.0,65.0,73.0,71.0,67.0,72.0,72.0,72.0,75.0,72.0,72.0,65.0,68.0,68.0,70.0,51.0,65.0,38.0,72.0,71.0,71.0,72.0,10.0,13.0,15.0,7.0,15.0
2921,30,73,3.0,70.0,56.0,67.0,75.0,56.0,73.0,55.0,22.0,70.0,73.0,75.0,76.0,72.0,74.0,69.0,74.0,80.0,74.0,74.0,63.0,73.0,69.0,67.0,67.0,43.0,70.0,71.0,73.0,73.0,11.0,15.0,7.0,6.0,7.0
2932,23,73,2.0,32.0,21.0,69.0,66.0,30.0,36.0,23.0,28.0,57.0,56.0,37.0,45.0,45.0,68.0,42.0,44.0,72.0,57.0,80.0,21.0,68.0,68.0,24.0,41.0,35.0,62.0,74.0,78.0,76.0,16.0,11.0,7.0,10.0,13.0
2933,23,73,3.0,42.0,36.0,72.0,65.0,61.0,55.0,45.0,31.0,68.0,66.0,64.0,69.0,73.0,66.0,40.0,67.0,84.0,72.0,90.0,29.0,65.0,63.0,32.0,46.0,49.0,72.0,70.0,77.0,66.0,10.0,10.0,16.0,7.0,12.0
2935,25,73,2.0,54.0,45.0,76.0,75.0,33.0,50.0,62.0,60.0,76.0,57.0,57.0,74.0,52.0,71.0,55.0,62.0,70.0,70.0,76.0,51.0,70.0,68.0,24.0,41.0,39.0,66.0,72.0,74.0,71.0,10.0,5.0,5.0,10.0,10.0
2942,26,73,3.0,40.0,22.0,84.0,54.0,24.0,35.0,36.0,16.0,44.0,46.0,42.0,43.0,34.0,67.0,31.0,52.0,33.0,72.0,91.0,24.0,90.0,82.0,25.0,20.0,24.0,62.0,61.0,71.0,68.0,13.0,10.0,10.0,14.0,11.0
2943,26,73,3.0,68.0,38.0,57.0,69.0,40.0,68.0,65.0,50.0,66.0,69.0,79.0,82.0,73.0,71.0,70.0,67.0,78.0,78.0,66.0,60.0,73.0,81.0,55.0,53.0,46.0,72.0,60.0,71.0,73.0,10.0,13.0,9.0,5.0,8.0
2947,23,73,3.0,36.0,43.0,76.0,62.0,43.0,52.0,27.0,29.0,56.0,63.0,67.0,72.0,67.0,65.0,69.0,54.0,90.0,76.0,86.0,33.0,70.0,71.0,54.0,43.0,31.0,71.0,71.0,71.0,64.0,6.0,8.0,14.0,16.0,15.0
2952,23,73,3.0,72.0,35.0,66.0,72.0,50.0,68.0,68.0,55.0,64.0,70.0,68.0,76.0,71.0,70.0,65.0,69.0,53.0,77.0,66.0,56.0,68.0,70.0,60.0,50.0,49.0,68.0,72.0,74.0,74.0,15.0,7.0,6.0,10.0,9.0
2958,27,73,5.0,38.0,39.0,72.0,67.0,38.0,39.0,30.0,26.0,62.0,57.0,66.0,70.0,62.0,70.0,67.0,72.0,70.0,60.0,92.0,54.0,73.0,69.0,31.0,43.0,50.0,62.0,70.0,73.0,70.0,5.0,11.0,6.0,11.0,5.0
2966,33,73,3.0,75.0,40.0,64.0,65.0,34.0,64.0,58.0,47.0,60.0,72.0,75.0,68.0,70.0,76.0,61.0,62.0,67.0,78.0,69.0,55.0,68.0,74.0,61.0,42.0,49.0,68.0,60.0,73.0,72.0,5.0,7.0,9.0,15.0,12.0
2967,28,73,3.0,53.0,34.0,74.0,65.0,40.0,63.0,44.0,45.0,65.0,67.0,65.0,65.0,69.0,65.0,66.0,57.0,85.0,72.0,76.0,41.0,83.0,70.0,50.0,50.0,56.0,66.0,69.0,71.0,70.0,11.0,15.0,6.0,12.0,11.0
