Index,Age,Overall,Weak Foot,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
5383,20,70,2.0,77.0,70.0,32.0,60.0,44.0,73.0,50.0,49.0,45.0,73.0,83.0,92.0,78.0,65.0,74.0,65.0,40.0,68.0,52.0,40.0,35.0,45.0,67.0,50.0,55.0,49.0,50.0,48.0,27.0,8.0,15.0,11.0,7.0,11.0
5384,27,70,4.0,75.0,50.0,43.0,75.0,60.0,70.0,73.0,67.0,73.0,73.0,60.0,65.0,75.0,67.0,77.0,67.0,72.0,68.0,61.0,60.0,73.0,72.0,55.0,73.0,64.0,75.0,62.0,63.0,55.0,13.0,11.0,11.0,7.0,6.0
5389,23,70,3.0,66.0,65.0,34.0,71.0,64.0,73.0,67.0,65.0,68.0,73.0,67.0,66.0,73.0,63.0,65.0,73.0,59.0,71.0,61.0,72.0,61.0,29.0,69.0,64.0,49.0,65.0,40.0,41.0,31.0,16.0,6.0,9.0,7.0,7.0
5390,21,70,3.0,49.0,60.0,60.0,73.0,52.0,69.0,55.0,52.0,68.0,72.0,69.0,54.0,61.0,66.0,61.0,68.0,73.0,76.0,68.0,65.0,75.0,69.0,63.0,65.0,43.0,65.0,66.0,62.0,60.0,9.0,15.0,9.0,9.0,8.0
5391,32,70,3.0,47.0,47.0,67.0,69.0,47.0,65.0,53.0,55.0,69.0,59.0,49.0,47.0,54.0,65.0,51.0,68.0,84.0,74.0,77.0,63.0,69.0,77.0,49.0,55.0,58.0,62.0,65.0,71.0,64.0,13.0,16.0,9.0,16.0,12.0
5394,22,70,4.0,75.0,63.0,56.0,74.0,64.0,63.0,74.0,79.0,72.0,71.0,63.0,65.0,63.0,64.0,60.0,85.0,65.0,77.0,76.0,82.0,61.0,63.0,62.0,66.0,74.0,74.0,59.0,65.0,65.0,12.0,12.0,14.0,14.0,13.0
5395,32,70,3.0,67.0,64.0,50.0,73.0,62.0,65.0,68.0,68.0,71.0,68.0,45.0,60.0,72.0,68.0,73.0,71.0,71.0,60.0,65.0,71.0,61.0,65.0,71.0,73.0,54.0,64.0,68.0,57.0,54.0,8.0,11.0,13.0,10.0,15.0
5396,30,70,3.0,51.0,30.0,44.0,70.0,30.0,43.0,60.0,61.0,64.0,66.0,64.0,62.0,69.0,64.0,45.0,64.0,64.0,77.0,80.0,34.0,73.0,72.0,45.0,57.0,53.0,59.0,67.0,71.0,69.0,8.0,7.0,14.0,13.0,15.0
5400,22,70,2.0,58.0,65.0,43.0,66.0,53.0,75.0,73.0,55.0,48.0,76.0,79.0,76.0,78.0,73.0,79.0,77.0,59.0,65.0,59.0,62.0,63.0,23.0,67.0,64.0,71.0,73.0,27.0,34.0,31.0,10.0,12.0,14.0,7.0,7.0
5402,26,70,4.0,66.0,58.0,34.0,76.0,37.0,73.0,37.0,48.0,77.0,69.0,74.0,73.0,82.0,59.0,84.0,55.0,34.0,48.0,33.0,55.0,25.0,13.0,62.0,71.0,53.0,53.0,22.0,22.0,24.0,13.0,10.0,6.0,8.0,6.0
5403,24,70,2.0,63.0,61.0,52.0,67.0,46.0,73.0,72.0,50.0,68.0,71.0,78.0,80.0,83.0,64.0,70.0,68.0,57.0,69.0,71.0,66.0,34.0,30.0,66.0,69.0,62.0,71.0,31.0,24.0,23.0,7.0,11.0,10.0,9.0,11.0
5405,26,70,3.0,62.0,23.0,53.0,63.0,25.0,70.0,48.0,34.0,55.0,65.0,87.0,86.0,76.0,64.0,53.0,35.0,58.0,73.0,64.0,29.0,69.0,68.0,50.0,54.0,39.0,56.0,65.0,70.0,69.0,7.0,9.0,7.0,11.0,14.0
5406,22,70,3.0,67.0,67.0,44.0,70.0,69.0,74.0,73.0,66.0,64.0,74.0,76.0,75.0,88.0,64.0,83.0,70.0,69.0,69.0,54.0,67.0,68.0,30.0,63.0,62.0,61.0,66.0,30.0,42.0,43.0,7.0,10.0,9.0,13.0,12.0
5407,18,70,2.0,66.0,64.0,36.0,70.0,60.0,74.0,60.0,41.0,67.0,74.0,87.0,87.0,84.0,58.0,86.0,71.0,62.0,57.0,39.0,51.0,50.0,31.0,65.0,64.0,42.0,60.0,39.0,39.0,38.0,8.0,9.0,8.0,8.0,14.0
5410,25,70,4.0,66.0,58.0,49.0,76.0,59.0,59.0,73.0,61.0,75.0,77.0,57.0,62.0,60.0,65.0,70.0,69.0,61.0,71.0,66.0,70.0,62.0,59.0,62.0,66.0,49.0,61.0,65.0,68.0,71.0,10.0,15.0,8.0,9.0,13.0
5411,33,70,3.0,59.0,59.0,48.0,73.0,67.0,71.0,76.0,75.0,68.0,73.0,72.0,63.0,70.0,66.0,75.0,71.0,70.0,67.0,63.0,70.0,70.0,57.0,69.0,70.0,68.0,68.0,53.0,56.0,57.0,14.0,14.0,11.0,10.0,9.0
5413,35,70,3.0,68.0,51.0,50.0,69.0,51.0,71.0,61.0,59.0,65.0,70.0,80.0,77.0,81.0,72.0,81.0,70.0,84.0,76.0,71.0,65.0,72.0,72.0,66.0,76.0,60.0,74.0,56.0,62.0,64.0,12.0,12.0,6.0,8.0,13.0
5416,26,70,3.0,66.0,73.0,57.0,69.0,65.0,68.0,56.0,61.0,65.0,64.0,76.0,77.0,70.0,71.0,67.0,65.0,68.0,74.0,74.0,64.0,57.0,52.0,72.0,58.0,67.0,63.0,47.0,55.0,51.0,10.0,10.0,15.0,8.0,6.0
5420,26,70,3.0,55.0,30.0,64.0,73.0,31.0,63.0,59.0,60.0,70.0,68.0,68.0,59.0,69.0,70.0,69.0,67.0,69.0,84.0,66.0,61.0,75.0,74.0,66.0,62.0,36.0,71.0,62.0,64.0,59.0,12.0,9.0,8.0,9.0,8.0
5421,22,70,4.0,59.0,59.0,36.0,72.0,54.0,71.0,62.0,62.0,64.0,71.0,82.0,84.0,76.0,54.0,72.0,61.0,43.0,79.0,48.0,67.0,41.0,22.0,62.0,72.0,55.0,69.0,40.0,37.0,43.0,7.0,7.0,13.0,11.0,7.0
5422,26,70,3.0,68.0,65.0,32.0,61.0,68.0,69.0,72.0,71.0,62.0,68.0,92.0,91.0,90.0,68.0,91.0,70.0,65.0,72.0,32.0,67.0,55.0,39.0,65.0,60.0,67.0,78.0,31.0,36.0,35.0,10.0,9.0,8.0,10.0,10.0
5423,23,70,3.0,43.0,53.0,72.0,69.0,45.0,66.0,49.0,36.0,66.0,66.0,63.0,64.0,58.0,69.0,63.0,66.0,78.0,61.0,76.0,58.0,76.0,71.0,58.0,62.0,43.0,66.0,73.0,72.0,72.0,14.0,8.0,11.0,8.0,14.0
5425,27,70,2.0,65.0,63.0,64.0,69.0,65.0,69.0,68.0,67.0,66.0,71.0,64.0,73.0,67.0,68.0,53.0,84.0,41.0,85.0,76.0,71.0,74.0,63.0,71.0,70.0,58.0,66.0,61.0,68.0,62.0,8.0,12.0,9.0,7.0,8.0
5426,24,70,3.0,54.0,52.0,68.0,73.0,45.0,63.0,49.0,33.0,69.0,72.0,67.0,64.0,69.0,57.0,67.0,67.0,57.0,69.0,76.0,50.0,75.0,66.0,57.0,64.0,51.0,67.0,66.0,71.0,73.0,11.0,11.0,8.0,11.0,7.0
5430,27,70,4.0,54.0,57.0,45.0,74.0,44.0,72.0,69.0,72.0,71.0,72.0,78.0,80.0,81.0,67.0,82.0,70.0,59.0,76.0,62.0,56.0,67.0,64.0,57.0,73.0,63.0,62.0,65.0,67.0,61.0,10.0,15.0,10.0,9.0,11.0
5434,37,70,3.0,59.0,55.0,68.0,71.0,47.0,62.0,46.0,68.0,68.0,67.0,33.0,33.0,43.0,66.0,47.0,79.0,72.0,52.0,83.0,69.0,80.0,70.0,56.0,67.0,63.0,78.0,72.0,72.0,62.0,14.0,7.0,8.0,11.0,14.0
5435,28,70,3.0,69.0,70.0,64.0,69.0,63.0,71.0,68.0,73.0,64.0,68.0,79.0,84.0,72.0,63.0,68.0,69.0,67.0,65.0,65.0,65.0,43.0,25.0,64.0,66.0,65.0,66.0,31.0,28.0,29.0,6.0,14.0,12.0,6.0,9.0
5436,29,70,3.0,67.0,64.0,58.0,67.0,67.0,70.0,71.0,73.0,69.0,68.0,84.0,75.0,83.0,62.0,75.0,77.0,65.0,85.0,71.0,73.0,68.0,66.0,62.0,69.0,66.0,71.0,62.0,58.0,55.0,15.0,14.0,15.0,6.0,12.0
5439,26,70,3.0,63.0,55.0,69.0,71.0,46.0,66.0,57.0,47.0,70.0,70.0,56.0,67.0,63.0,65.0,75.0,68.0,54.0,84.0,68.0,67.0,86.0,69.0,60.0,70.0,56.0,70.0,57.0,70.0,66.0,14.0,8.0,14.0,10.0,10.0
5441,23,70,3.0,71.0,70.0,38.0,61.0,54.0,72.0,67.0,72.0,61.0,69.0,87.0,86.0,91.0,58.0,95.0,65.0,77.0,81.0,53.0,62.0,58.0,26.0,67.0,46.0,61.0,53.0,31.0,41.0,42.0,6.0,10.0,10.0,13.0,5.0
5445,28,70,3.0,70.0,62.0,51.0,72.0,65.0,64.0,69.0,63.0,74.0,70.0,53.0,53.0,70.0,69.0,65.0,70.0,56.0,70.0,73.0,69.0,74.0,69.0,61.0,71.0,57.0,71.0,69.0,64.0,57.0,7.0,6.0,14.0,10.0,15.0
5446,28,70,3.0,58.0,57.0,51.0,70.0,49.0,68.0,68.0,59.0,69.0,72.0,62.0,54.0,72.0,73.0,70.0,59.0,82.0,80.0,70.0,61.0,59.0,74.0,53.0,71.0,70.0,58.0,60.0,60.0,59.0,12.0,9.0,6.0,16.0,10.0
5449,26,70,3.0,73.0,43.0,65.0,70.0,69.0,71.0,69.0,68.0,67.0,70.0,72.0,69.0,67.0,70.0,74.0,76.0,71.0,79.0,69.0,69.0,77.0,63.0,64.0,64.0,66.0,71.0,63.0,66.0,71.0,11.0,8.0,13.0,12.0,15.0
5450,28,70,3.0,70.0,61.0,54.0,62.0,52.0,73.0,66.0,53.0,60.0,70.0,83.0,84.0,74.0,67.0,66.0,66.0,69.0,71.0,69.0,65.0,66.0,60.0,60.0,61.0,64.0,70.0,26.0,40.0,38.0,11.0,12.0,10.0,16.0,13.0
5452,24,70,3.0,68.0,70.0,54.0,71.0,68.0,75.0,74.0,65.0,63.0,71.0,72.0,65.0,70.0,58.0,78.0,73.0,54.0,31.0,37.0,69.0,41.0,37.0,64.0,70.0,63.0,66.0,35.0,34.0,31.0,14.0,14.0,10.0,9.0,13.0
5454,25,70,3.0,64.0,70.0,55.0,69.0,62.0,70.0,65.0,60.0,65.0,70.0,76.0,80.0,80.0,66.0,65.0,73.0,69.0,72.0,54.0,73.0,44.0,30.0,69.0,65.0,60.0,63.0,55.0,40.0,35.0,11.0,9.0,7.0,15.0,8.0
5457,24,70,4.0,70.0,59.0,67.0,68.0,67.0,74.0,75.0,43.0,55.0,74.0,72.0,73.0,71.0,65.0,66.0,72.0,69.0,71.0,69.0,62.0,65.0,37.0,70.0,68.0,52.0,70.0,22.0,39.0,31.0,16.0,11.0,13.0,16.0,9.0
5458,24,70,4.0,61.0,63.0,61.0,80.0,54.0,75.0,37.0,57.0,76.0,67.0,83.0,87.0,78.0,50.0,75.0,63.0,82.0,66.0,75.0,46.0,78.0,61.0,70.0,73.0,61.0,56.0,42.0,70.0,63.0,12.0,6.0,6.0,11.0,15.0
5459,23,70,4.0,69.0,64.0,45.0,67.0,60.0,71.0,60.0,62.0,65.0,68.0,79.0,85.0,76.0,65.0,77.0,67.0,69.0,70.0,66.0,58.0,44.0,26.0,66.0,65.0,59.0,54.0,45.0,40.0,38.0,8.0,6.0,13.0,12.0,11.0
5462,24,70,3.0,61.0,63.0,54.0,70.0,59.0,68.0,58.0,63.0,68.0,70.0,68.0,76.0,74.0,74.0,73.0,66.0,65.0,75.0,32.0,67.0,57.0,61.0,70.0,73.0,52.0,65.0,62.0,59.0,55.0,12.0,8.0,14.0,12.0,15.0
5463,27,70,2.0,69.0,54.0,51.0,73.0,67.0,75.0,70.0,64.0,58.0,70.0,69.0,65.0,79.0,68.0,80.0,63.0,57.0,66.0,59.0,59.0,60.0,43.0,69.0,71.0,59.0,57.0,25.0,32.0,28.0,10.0,14.0,8.0,12.0,14.0
5466,26,70,3.0,56.0,72.0,62.0,62.0,64.0,65.0,64.0,58.0,52.0,72.0,77.0,80.0,74.0,64.0,73.0,65.0,67.0,79.0,69.0,56.0,30.0,20.0,76.0,57.0,66.0,66.0,21.0,15.0,14.0,12.0,10.0,6.0,12.0,11.0
5467,30,70,3.0,65.0,62.0,53.0,67.0,52.0,70.0,54.0,62.0,46.0,71.0,91.0,91.0,90.0,54.0,75.0,60.0,53.0,78.0,52.0,56.0,51.0,27.0,73.0,64.0,60.0,57.0,35.0,17.0,20.0,7.0,8.0,12.0,12.0,14.0
5468,21,70,3.0,58.0,63.0,47.0,78.0,49.0,72.0,65.0,62.0,74.0,75.0,66.0,60.0,71.0,58.0,80.0,62.0,56.0,59.0,47.0,58.0,54.0,58.0,62.0,71.0,54.0,70.0,54.0,63.0,57.0,16.0,8.0,9.0,10.0,7.0
5479,25,70,3.0,52.0,48.0,45.0,73.0,32.0,67.0,68.0,49.0,67.0,72.0,59.0,73.0,70.0,64.0,83.0,70.0,50.0,86.0,56.0,63.0,70.0,72.0,52.0,68.0,57.0,67.0,68.0,68.0,51.0,13.0,13.0,11.0,12.0,9.0
5483,35,70,4.0,68.0,62.0,46.0,67.0,65.0,75.0,59.0,54.0,65.0,70.0,82.0,79.0,77.0,65.0,80.0,71.0,73.0,72.0,44.0,66.0,58.0,27.0,65.0,59.0,65.0,70.0,36.0,30.0,28.0,9.0,7.0,13.0,15.0,8.0
5487,29,70,3.0,74.0,65.0,46.0,68.0,54.0,71.0,46.0,38.0,62.0,71.0,76.0,75.0,70.0,62.0,78.0,65.0,65.0,71.0,75.0,69.0,79.0,68.0,62.0,70.0,40.0,61.0,60.0,66.0,64.0,10.0,16.0,14.0,7.0,15.0
5488,33,70,3.0,76.0,60.0,36.0,66.0,54.0,66.0,77.0,74.0,72.0,73.0,74.0,67.0,83.0,67.0,90.0,74.0,59.0,67.0,31.0,73.0,76.0,52.0,64.0,68.0,61.0,72.0,43.0,46.0,45.0,15.0,7.0,11.0,10.0,9.0
5494,24,70,3.0,59.0,35.0,62.0,71.0,33.0,63.0,33.0,33.0,72.0,66.0,61.0,61.0,61.0,64.0,63.0,50.0,77.0,84.0,70.0,60.0,71.0,70.0,64.0,69.0,36.0,66.0,65.0,67.0,59.0,13.0,14.0,10.0,11.0,12.0
5496,26,70,3.0,64.0,71.0,47.0,66.0,59.0,72.0,60.0,63.0,52.0,70.0,82.0,82.0,78.0,67.0,83.0,77.0,67.0,77.0,61.0,65.0,52.0,36.0,70.0,63.0,68.0,68.0,31.0,32.0,31.0,11.0,15.0,12.0,5.0,9.0
5498,32,70,3.0,62.0,38.0,65.0,66.0,48.0,57.0,50.0,59.0,68.0,64.0,67.0,69.0,61.0,65.0,59.0,75.0,63.0,85.0,81.0,55.0,74.0,70.0,59.0,60.0,48.0,67.0,68.0,68.0,67.0,6.0,10.0,6.0,9.0,6.0
5502,23,70,3.0,70.0,64.0,51.0,68.0,47.0,67.0,58.0,61.0,61.0,65.0,78.0,78.0,77.0,66.0,78.0,66.0,66.0,85.0,63.0,67.0,62.0,61.0,64.0,68.0,54.0,64.0,55.0,64.0,61.0,9.0,9.0,6.0,8.0,12.0
5503,27,70,3.0,61.0,73.0,49.0,75.0,51.0,69.0,81.0,71.0,69.0,74.0,61.0,67.0,59.0,65.0,70.0,80.0,54.0,80.0,62.0,71.0,59.0,68.0,64.0,69.0,68.0,68.0,45.0,59.0,46.0,7.0,6.0,14.0,8.0,11.0
5507,25,70,2.0,70.0,63.0,46.0,71.0,57.0,73.0,70.0,64.0,70.0,74.0,67.0,66.0,76.0,63.0,77.0,69.0,60.0,51.0,60.0,69.0,52.0,42.0,62.0,71.0,58.0,68.0,42.0,34.0,41.0,13.0,11.0,12.0,8.0,9.0
5508,29,70,3.0,67.0,58.0,56.0,74.0,58.0,70.0,74.0,66.0,73.0,69.0,66.0,51.0,72.0,65.0,67.0,76.0,71.0,71.0,65.0,74.0,62.0,68.0,57.0,65.0,54.0,57.0,73.0,69.0,63.0,7.0,15.0,13.0,8.0,9.0
5509,31,70,2.0,68.0,68.0,74.0,67.0,71.0,66.0,58.0,67.0,69.0,70.0,55.0,54.0,59.0,68.0,73.0,87.0,83.0,79.0,80.0,73.0,90.0,73.0,71.0,66.0,72.0,76.0,69.0,70.0,67.0,11.0,6.0,7.0,15.0,11.0
5510,22,70,3.0,54.0,37.0,42.0,73.0,56.0,70.0,64.0,42.0,70.0,71.0,64.0,60.0,74.0,72.0,76.0,65.0,63.0,67.0,40.0,68.0,58.0,69.0,65.0,71.0,65.0,63.0,73.0,71.0,69.0,9.0,10.0,14.0,13.0,7.0
5518,27,70,2.0,67.0,58.0,50.0,72.0,51.0,72.0,66.0,60.0,68.0,72.0,69.0,69.0,71.0,71.0,69.0,58.0,60.0,74.0,42.0,58.0,45.0,24.0,66.0,70.0,54.0,68.0,39.0,51.0,55.0,8.0,11.0,9.0,8.0,10.0
5519,29,70,3.0,69.0,61.0,58.0,70.0,64.0,68.0,66.0,65.0,66.0,69.0,73.0,69.0,75.0,74.0,78.0,65.0,58.0,73.0,52.0,61.0,52.0,51.0,70.0,74.0,63.0,72.0,46.0,48.0,41.0,6.0,7.0,7.0,8.0,7.0
5520,20,70,4.0,71.0,43.0,50.0,74.0,33.0,68.0,67.0,64.0,75.0,73.0,64.0,66.0,68.0,71.0,74.0,69.0,63.0,72.0,67.0,55.0,68.0,67.0,54.0,70.0,56.0,69.0,68.0,66.0,62.0,10.0,6.0,11.0,12.0,5.0
5528,20,70,3.0,73.0,45.0,60.0,64.0,53.0,74.0,56.0,60.0,60.0,72.0,79.0,77.0,72.0,69.0,64.0,59.0,67.0,67.0,60.0,59.0,66.0,65.0,65.0,66.0,55.0,68.0,69.0,68.0,69.0,11.0,7.0,8.0,8.0,10.0
5531,26,70,3.0,49.0,29.0,71.0,69.0,34.0,53.0,46.0,33.0,64.0,62.0,65.0,53.0,56.0,67.0,45.0,49.0,66.0,61.0,69.0,34.0,69.0,69.0,39.0,43.0,40.0,59.0,72.0,69.0,68.0,8.0,8.0,9.0,7.0,10.0
5534,26,70,3.0,44.0,50.0,67.0,76.0,43.0,63.0,67.0,57.0,66.0,66.0,56.0,50.0,68.0,67.0,74.0,79.0,72.0,80.0,69.0,60.0,73.0,68.0,46.0,62.0,53.0,64.0,69.0,64.0,61.0,10.0,14.0,13.0,10.0,15.0
5536,25,70,3.0,63.0,64.0,42.0,72.0,51.0,68.0,64.0,62.0,69.0,73.0,73.0,66.0,74.0,61.0,78.0,64.0,64.0,73.0,60.0,64.0,45.0,32.0,63.0,71.0,55.0,61.0,48.0,30.0,28.0,9.0,7.0,6.0,16.0,13.0
5542,26,70,3.0,65.0,58.0,45.0,72.0,53.0,70.0,70.0,70.0,70.0,71.0,77.0,76.0,77.0,68.0,74.0,56.0,41.0,78.0,59.0,66.0,38.0,26.0,60.0,72.0,60.0,72.0,44.0,38.0,32.0,12.0,10.0,11.0,7.0,7.0
5543,30,70,3.0,52.0,56.0,53.0,74.0,74.0,63.0,69.0,54.0,71.0,70.0,74.0,72.0,79.0,66.0,70.0,62.0,53.0,72.0,45.0,69.0,68.0,73.0,53.0,70.0,47.0,64.0,68.0,68.0,67.0,7.0,7.0,7.0,6.0,16.0
5544,31,70,3.0,54.0,43.0,60.0,78.0,44.0,67.0,65.0,70.0,74.0,72.0,54.0,62.0,60.0,66.0,45.0,69.0,33.0,72.0,77.0,68.0,63.0,64.0,58.0,74.0,38.0,73.0,63.0,66.0,61.0,9.0,7.0,6.0,7.0,11.0
5545,33,70,3.0,37.0,35.0,68.0,67.0,57.0,52.0,41.0,37.0,61.0,64.0,53.0,53.0,57.0,69.0,65.0,46.0,78.0,75.0,79.0,30.0,86.0,70.0,21.0,49.0,36.0,64.0,71.0,72.0,65.0,9.0,15.0,8.0,6.0,6.0
5549,25,70,3.0,55.0,43.0,44.0,67.0,53.0,61.0,53.0,55.0,59.0,63.0,83.0,77.0,74.0,61.0,87.0,65.0,80.0,86.0,65.0,49.0,88.0,73.0,55.0,55.0,51.0,69.0,72.0,72.0,67.0,16.0,13.0,14.0,12.0,6.0
5551,29,70,4.0,70.0,60.0,42.0,67.0,64.0,68.0,64.0,66.0,65.0,67.0,78.0,78.0,73.0,63.0,72.0,72.0,51.0,80.0,67.0,74.0,62.0,55.0,66.0,67.0,64.0,59.0,61.0,65.0,64.0,8.0,13.0,8.0,10.0,8.0
5553,24,70,3.0,68.0,61.0,36.0,72.0,60.0,72.0,69.0,69.0,69.0,72.0,76.0,73.0,85.0,66.0,86.0,74.0,65.0,63.0,65.0,75.0,45.0,27.0,57.0,66.0,69.0,65.0,26.0,32.0,28.0,13.0,12.0,8.0,13.0,16.0
5556,25,70,3.0,64.0,69.0,42.0,68.0,56.0,72.0,63.0,62.0,65.0,69.0,86.0,79.0,87.0,60.0,81.0,58.0,64.0,78.0,62.0,63.0,38.0,31.0,68.0,67.0,62.0,69.0,32.0,51.0,37.0,12.0,13.0,14.0,15.0,6.0
5560,18,70,3.0,47.0,48.0,64.0,73.0,44.0,69.0,47.0,45.0,70.0,73.0,69.0,72.0,66.0,69.0,58.0,67.0,71.0,70.0,74.0,46.0,72.0,69.0,67.0,65.0,47.0,70.0,69.0,71.0,61.0,9.0,8.0,12.0,12.0,7.0
5562,21,70,4.0,59.0,46.0,41.0,73.0,37.0,68.0,60.0,45.0,71.0,75.0,56.0,65.0,71.0,67.0,69.0,63.0,65.0,75.0,72.0,55.0,80.0,66.0,56.0,68.0,39.0,73.0,51.0,68.0,63.0,11.0,13.0,8.0,9.0,13.0
5563,21,70,4.0,56.0,72.0,46.0,72.0,36.0,74.0,34.0,40.0,69.0,72.0,65.0,52.0,63.0,69.0,70.0,68.0,46.0,54.0,48.0,73.0,58.0,67.0,63.0,66.0,42.0,59.0,67.0,66.0,52.0,9.0,15.0,8.0,6.0,8.0
5564,20,70,4.0,63.0,70.0,46.0,66.0,51.0,74.0,61.0,42.0,59.0,69.0,84.0,82.0,73.0,57.0,79.0,69.0,62.0,58.0,56.0,66.0,31.0,28.0,67.0,67.0,55.0,58.0,28.0,32.0,26.0,14.0,6.0,13.0,10.0,13.0
5566,26,70,3.0,68.0,66.0,43.0,66.0,48.0,78.0,72.0,66.0,67.0,69.0,76.0,75.0,76.0,70.0,76.0,70.0,60.0,67.0,33.0,71.0,43.0,36.0,63.0,69.0,49.0,68.0,29.0,44.0,37.0,7.0,10.0,7.0,13.0,8.0
5567,34,70,3.0,70.0,61.0,64.0,74.0,59.0,62.0,70.0,71.0,66.0,70.0,32.0,50.0,66.0,69.0,66.0,68.0,68.0,61.0,71.0,62.0,74.0,67.0,60.0,58.0,65.0,70.0,73.0,72.0,68.0,10.0,13.0,16.0,16.0,11.0
5569,26,70,3.0,60.0,60.0,41.0,68.0,50.0,75.0,55.0,52.0,60.0,68.0,84.0,88.0,79.0,60.0,84.0,65.0,73.0,81.0,51.0,59.0,24.0,40.0,65.0,67.0,59.0,66.0,32.0,38.0,45.0,13.0,12.0,6.0,9.0,13.0
5575,18,70,3.0,65.0,66.0,53.0,69.0,45.0,73.0,48.0,45.0,63.0,72.0,74.0,76.0,77.0,62.0,74.0,64.0,62.0,67.0,60.0,63.0,40.0,20.0,73.0,65.0,60.0,50.0,23.0,12.0,13.0,14.0,6.0,10.0,8.0,5.0
5576,24,70,3.0,66.0,68.0,48.0,67.0,48.0,70.0,64.0,65.0,65.0,72.0,77.0,83.0,74.0,58.0,62.0,72.0,69.0,68.0,65.0,70.0,58.0,17.0,66.0,69.0,62.0,59.0,23.0,23.0,19.0,9.0,11.0,7.0,16.0,13.0
5577,23,70,4.0,65.0,60.0,60.0,73.0,58.0,70.0,68.0,68.0,71.0,72.0,64.0,64.0,64.0,64.0,70.0,70.0,70.0,70.0,68.0,65.0,64.0,62.0,65.0,68.0,60.0,63.0,62.0,64.0,64.0,15.0,7.0,8.0,7.0,7.0
5578,27,70,3.0,52.0,64.0,49.0,64.0,48.0,75.0,38.0,38.0,59.0,65.0,89.0,89.0,87.0,66.0,83.0,56.0,57.0,80.0,65.0,55.0,58.0,49.0,76.0,60.0,39.0,54.0,60.0,41.0,37.0,16.0,10.0,15.0,10.0,9.0
5580,30,70,4.0,70.0,61.0,47.0,70.0,49.0,71.0,81.0,82.0,68.0,74.0,76.0,75.0,77.0,70.0,78.0,78.0,78.0,74.0,66.0,65.0,56.0,58.0,60.0,71.0,70.0,71.0,70.0,64.0,56.0,7.0,15.0,12.0,14.0,14.0
5582,24,70,4.0,65.0,53.0,51.0,72.0,38.0,72.0,71.0,64.0,68.0,73.0,78.0,78.0,83.0,65.0,76.0,63.0,52.0,78.0,70.0,69.0,73.0,73.0,60.0,67.0,65.0,72.0,56.0,68.0,62.0,5.0,7.0,12.0,8.0,5.0
5583,29,70,3.0,64.0,45.0,61.0,70.0,49.0,67.0,36.0,66.0,66.0,67.0,66.0,68.0,72.0,65.0,81.0,62.0,84.0,78.0,71.0,36.0,76.0,71.0,46.0,61.0,34.0,74.0,68.0,69.0,72.0,14.0,12.0,13.0,11.0,12.0
5584,27,70,2.0,62.0,71.0,59.0,67.0,61.0,76.0,67.0,65.0,63.0,74.0,78.0,74.0,88.0,59.0,68.0,66.0,62.0,70.0,63.0,68.0,56.0,16.0,65.0,63.0,59.0,54.0,16.0,22.0,15.0,13.0,10.0,8.0,12.0,10.0
5585,18,70,4.0,64.0,61.0,58.0,74.0,56.0,74.0,57.0,54.0,72.0,74.0,66.0,65.0,74.0,63.0,67.0,76.0,50.0,72.0,63.0,74.0,77.0,44.0,64.0,69.0,58.0,68.0,56.0,65.0,59.0,8.0,5.0,14.0,6.0,15.0
5590,26,70,3.0,75.0,59.0,47.0,70.0,62.0,69.0,83.0,83.0,77.0,72.0,48.0,55.0,64.0,62.0,60.0,84.0,63.0,73.0,67.0,81.0,55.0,61.0,65.0,69.0,58.0,72.0,56.0,56.0,50.0,7.0,6.0,13.0,13.0,11.0
5593,30,70,3.0,66.0,56.0,46.0,73.0,70.0,69.0,73.0,65.0,70.0,72.0,68.0,65.0,69.0,68.0,67.0,71.0,60.0,68.0,72.0,68.0,64.0,64.0,65.0,71.0,75.0,67.0,62.0,66.0,57.0,13.0,9.0,10.0,6.0,9.0
5597,21,70,3.0,61.0,66.0,59.0,67.0,56.0,75.0,57.0,53.0,66.0,75.0,74.0,74.0,80.0,61.0,71.0,64.0,75.0,65.0,67.0,65.0,54.0,43.0,64.0,68.0,60.0,64.0,40.0,45.0,40.0,9.0,7.0,14.0,7.0,14.0
5600,21,70,3.0,67.0,63.0,56.0,67.0,38.0,77.0,62.0,40.0,62.0,76.0,76.0,70.0,77.0,60.0,68.0,56.0,49.0,61.0,57.0,54.0,47.0,57.0,71.0,68.0,44.0,63.0,59.0,66.0,55.0,9.0,8.0,14.0,6.0,12.0
5603,26,70,4.0,69.0,67.0,45.0,72.0,69.0,74.0,78.0,76.0,68.0,73.0,75.0,73.0,73.0,64.0,72.0,82.0,68.0,56.0,54.0,79.0,54.0,48.0,62.0,68.0,73.0,69.0,38.0,41.0,38.0,11.0,11.0,11.0,9.0,7.0
